Hole      Core-Sec.-Int.     Depth      Bio.sil.     Age
BDP-96-2     23   1  73      48.81       44.5     1065.2
BDP-96-2     23   1  75      48.83       42.9     1065.4
BDP-96-2     23   1  77      48.85       43.1     1065.7
BDP-96-2     23   1  79      48.87       40.1     1065.9
BDP-96-2     23   1  81      48.89       40.8     1066.1
BDP-96-2     23   1  83      48.91       46.1     1066.3
BDP-96-2     23   1  85      48.93       40.1     1066.6
BDP-96-2     23   1  87      48.95       43.5     1066.8
BDP-96-2     23   1  89      48.97       44.8     1067.0
BDP-96-2     23   1  91      48.99       45.4     1067.2
BDP-96-2     23   1  93      49.01       40.5     1068.1
BDP-96-2     23   1  95      49.03       36.8     1068.9
BDP-96-2     23   1  97      49.05       33.0     1069.7
BDP-96-2     23   1  99      49.07       27.0     1070.6
BDP-96-2     23   1 101      49.09       26.4     1071.4
BDP-96-2     23   1 103      49.11       29.2     1072.2
BDP-96-2     23   1 105      49.13       23.4     1073.1
BDP-96-2     23   1 107      49.15       25.5     1073.9
BDP-96-2     23   1 109      49.17       25.6     1074.7
BDP-96-2     23   1 111      49.19       23.0     1075.6
BDP-96-2     23   1 113      49.21       18.6     1076.4
BDP-96-2     23   1 115      49.23       23.6     1077.2
BDP-96-2     23   1 117      49.25       24.4     1078.0
BDP-96-2     23   1 119      49.27       19.8     1078.9
BDP-96-2     23   1 121      49.29       24.3     1079.7
BDP-96-2     23   1 123      49.31       21.5     1080.5
BDP-96-2     23   1 125      49.33       21.9     1081.4
BDP-96-2     23   1 127      49.35       18.9     1082.2
BDP-96-2     23   1 129      49.37       17.5     1083.0
BDP-96-2     23   1 131      49.39       16.1     1083.9
BDP-96-2     23   1 133      49.41       14.0     1084.7
BDP-96-2     23   1 135      49.43        7.3     1085.5
BDP-96-2     23   1 137      49.45        3.9     1086.4
BDP-96-2     23   1 139      49.47        2.8     1087.2
BDP-96-2     23   1 141      49.49        3.6     1088.0
BDP-96-2     23   1 143      49.51        3.5     1088.9
BDP-96-2     23   1 145      49.53        3.3     1089.4
BDP-96-2     23   1 147      49.55        3.5     1090.0
BDP-96-2     23   1 149      49.57        3.9     1090.5
BDP-96-2     23   1 151      49.59        3.3     1091.1
BDP-96-2     23   1 153      49.61        3.5     1091.7
BDP-96-2     23   1 155      49.63        3.6     1092.2
BDP-96-2     23   1 157      49.65        3.2     1092.8
BDP-96-2     23   1 159      49.67        3.5     1093.4
BDP-96-2     23   1 161      49.69        3.4     1093.9
BDP-96-2     23   1 163      49.71        3.3     1094.5
BDP-96-2     23   1 165      49.73        3.4     1095.0
BDP-96-2     23   1 167      49.75        3.5     1095.6
BDP-96-2     23   1 171      49.79        3.6     1096.7
BDP-96-2     23   1 173      49.81        3.3     1097.3
BDP-96-2     23   1 175      49.83        3.4     1097.8
BDP-96-2     23   1 177      49.85        3.3     1098.4
BDP-96-2     23   1 179      49.87        3.5     1099.0
BDP-96-2     23   1 181      49.89        3.4     1099.5
BDP-96-2     23   1 183      49.91        3.3     1100.1
BDP-96-2     24   1   9      49.97        3.6     1101.8
BDP-96-2     24   1  11      49.99        3.5     1102.3
BDP-96-2     24   1  13      50.01        3.7     1102.9
BDP-96-2     24   1  15      50.03        3.6     1103.5
BDP-96-2     24   1  17      50.05        3.7     1104.0
BDP-96-2     24   1  19      50.07        3.7     1104.6
BDP-96-2     24   1  21      50.09        4.4     1105.1
BDP-96-2     24   1  23      50.11        4.8     1105.7
BDP-96-2     24   1  25      50.13        5.0     1106.3
BDP-96-2     24   1  27      50.15        4.1     1106.8
BDP-96-2     24   1  29      50.17        5.2     1107.4
BDP-96-2     24   1  31      50.19        4.4     1107.9
BDP-96-2     24   1  33      50.21        7.0     1108.5
BDP-96-2     24   1  35      50.23        8.8     1109.1
BDP-96-2     24   1  37      50.25        9.1     1109.6
BDP-96-2     24   1  39      50.27        7.9     1110.0
BDP-96-2     24   1  41      50.29        6.5     1110.4
BDP-96-2     24   1  43      50.31        5.8     1110.9
BDP-96-2     24   1  45      50.33        4.8     1111.3
BDP-96-2     24   1  47      50.35        5.6     1111.7
BDP-96-2     24   1  49      50.37        5.9     1112.1
BDP-96-2     24   1  51      50.39        6.3     1112.5
BDP-96-2     24   1  53      50.41        6.4     1112.9
BDP-96-2     24   1  55      50.43        5.4     1113.3
BDP-96-2     24   1  57      50.45        6.2     1113.7
BDP-96-2     24   1  59      50.47        3.8     1114.1
BDP-96-2     24   1  61      50.49        3.7     1114.5
BDP-96-2     24   1  63      50.51        4.1     1114.9
BDP-96-2     24   1  65      50.53        3.2     1115.3
BDP-96-2     24   1  67      50.55        3.9     1115.7
BDP-96-2     24   1  69      50.57        3.5     1116.1
BDP-96-2     24   1  71      50.59        3.3     1116.6
BDP-96-2     24   1  73      50.61        3.2     1117.0
BDP-96-2     24   1  75      50.63        3.2     1117.4
BDP-96-2     24   1  77      50.65        3.1     1117.8
BDP-96-2     24   1  79      50.67        3.4     1118.2
BDP-96-2     24   1  81      50.69        3.0     1118.6
BDP-96-2     24   1  83      50.71        3.2     1119.0
BDP-96-2     24   1  85      50.73        3.8     1119.4
BDP-96-2     24   1  87      50.75        3.6     1119.8
BDP-96-2     24   1  89      50.77        3.6     1120.2
BDP-96-2     24   1  91      50.79        3.8     1120.6
BDP-96-2     24   1  93      50.81        3.8     1121.0
BDP-96-2     24   1  95      50.83        3.3     1121.4
BDP-96-2     24   1  97      50.85        3.6     1121.9
BDP-96-2     24   1  99      50.87        3.3     1122.3
BDP-96-2     24   1 101      50.89        3.5     1122.7
BDP-96-2     24   1 103      50.91        3.6     1123.1
BDP-96-2     24   1 105      50.93        4.0     1123.5
BDP-96-2     24   1 107      50.95        3.5     1123.9
BDP-96-2     24   1 109      50.97        3.6     1124.3
BDP-96-2     24   1 111      50.99        3.3     1124.7
BDP-96-2     24   1 113      51.01        3.5     1125.1
BDP-96-2     24   1 115      51.03        4.1     1125.5
BDP-96-2     24   1 117      51.05        3.6     1125.9
BDP-96-2     24   1 119      51.07        3.3     1126.3
BDP-96-2     24   1 121      51.09        3.3     1126.7
BDP-96-2     24   1 123      51.11        3.3     1127.1
BDP-96-2     24   1 125      51.13        3.2     1127.6
BDP-96-2     24   1 127      51.15        3.5     1128.0
BDP-96-2     24   1 129      51.17        3.5     1128.4
BDP-96-2     24   1 131      51.19        3.4     1128.8
BDP-96-2     24   1 133      51.21        3.4     1129.2
BDP-96-2     24   1 135      51.23        3.4     1129.6
BDP-96-2     24   1 137      51.25        3.1     1130.0
BDP-96-2     24   1 139      51.27        3.4     1130.4
BDP-96-2     24   1 141      51.29        3.4     1130.8
BDP-96-2     24   1 143      51.31        3.3     1131.2
BDP-96-2     24   1 145      51.33        3.3     1131.6
BDP-96-2     24   1 147      51.35        3.5     1132.0
BDP-96-2     24   1 149      51.37        3.8     1132.4
BDP-96-2     24   1 151      51.39        3.4     1132.9
BDP-96-2     24   1 153      51.41        3.5     1133.3
BDP-96-2     24   1 155      51.43        3.6     1133.7
BDP-96-2     24   1 157      51.45        3.8     1134.1
BDP-96-2     24   1 159      51.47        3.7     1134.5
BDP-96-2     24   1 161      51.49        3.6     1134.9
BDP-96-2     24   1 163      51.51        3.8     1135.3
BDP-96-2     24   1 165      51.53        3.8     1135.7
BDP-96-2     24   1 167      51.55        3.8     1136.1
BDP-96-2     24   1 169      51.57        5.9     1136.5
BDP-96-2     24   1 171      51.59        5.9     1136.9
BDP-96-2     24   1 173      51.61        6.4     1137.3
BDP-96-2     24   1 175      51.63        8.6     1137.7
BDP-96-2     24   1 177      51.65       13.4     1138.1
BDP-96-2     24   1 179      51.67       16.3     1138.6
BDP-96-2     24   1 181      51.69       16.3     1139.0
BDP-96-2     24   1 183      51.71       16.2     1139.4
BDP-96-1     22   1  24      51.73       20.2     1139.8
BDP-96-1     22   1  26      51.75       24.3     1140.2
BDP-96-1     22   1  28      51.77       24.9     1140.6
BDP-96-1     22   1  30      51.79       25.1     1141.0
BDP-96-1     22   1  32      51.81       19.7     1141.4
BDP-96-1     22   1  34      51.83       15.3     1141.8
BDP-96-1     22   1  36      51.85       11.4     1142.1
BDP-96-1     22   1  38      51.87       13.7     1142.5
BDP-96-1     22   1  40      51.89       11.5     1142.9
BDP-96-1     22   1  42      51.91       11.0     1143.3
BDP-96-1     22   1  44      51.93       12.6     1143.7
BDP-96-1     22   1  46      51.95       18.8     1144.0
BDP-96-1     22   1  48      51.97       22.1     1144.4
BDP-96-1     22   1  49      51.98       23.1     1144.6
BDP-96-1     22   1  53      52.02       22.1     1145.4
BDP-96-1     22   1  54      52.03       22.5     1145.6
BDP-96-1     22   1  56      52.05       24.5     1145.9
BDP-96-1     22   1  58      52.07       23.8     1146.3
BDP-96-1     22   1  60      52.09       26.5     1146.7
BDP-96-1     22   1  62      52.11       30.3     1147.1
BDP-96-1     22   1  64      52.13       29.3     1147.4
BDP-96-1     22   1  66      52.15       29.9     1147.8
BDP-96-1     22   1  68      52.17       31.6     1148.2
BDP-96-1     22   1  70      52.19       33.4     1148.6
BDP-96-1     22   1  72      52.21       31.9     1149.0
BDP-96-1     22   1  74      52.23       36.3     1149.3
BDP-96-1     22   1  76      52.25       32.8     1149.7
BDP-96-1     22   1  78      52.27       35.0     1150.1
BDP-96-2     25   1   7      52.29       38.3     1150.5
BDP-96-2     25   1   9      52.31       39.1     1150.9
BDP-96-2     25   1  11      52.33       38.9     1151.2
BDP-96-2     25   1  13      52.35       37.0     1151.6
BDP-96-2     25   1  15      52.37       38.5     1152.0
BDP-96-2     25   1  17      52.39       30.5     1152.4
BDP-96-2     25   1  19      52.41       34.3     1152.8
BDP-96-2     25   1  21      52.43       35.0     1153.1
BDP-96-2     25   1  23      52.45       37.9     1153.5
BDP-96-2     25   1  25      52.47       34.3     1153.9
BDP-96-2     25   1  27      52.49       33.4     1154.3
BDP-96-2     25   1  29      52.51       29.2     1154.7
BDP-96-2     25   1  31      52.53       31.9     1155.0
BDP-96-2     25   1  33      52.55       34.5     1155.4
BDP-96-2     25   1  35      52.57       35.0     1155.8
BDP-96-2     25   1  37      52.59       35.6     1156.2
BDP-96-2     25   1  39      52.61       31.2     1156.6
BDP-96-2     25   1  41      52.63       35.2     1156.9
BDP-96-2     25   1  43      52.65       36.2     1157.3
BDP-96-2     25   1  45      52.67       33.6     1157.7
BDP-96-2     25   1  47      52.69       34.4     1158.1
BDP-96-2     25   1  49      52.71       30.5     1158.5
BDP-96-2     25   1  51      52.73       33.0     1158.8
BDP-96-2     25   1  53      52.75       33.0     1159.2
BDP-96-2     25   1  55      52.77       35.0     1159.6
BDP-96-2     25   1  57      52.79       34.6     1160.0
BDP-96-2     25   1  59      52.81       34.8     1160.3
BDP-96-2     25   1  61      52.83       37.3     1160.7
BDP-96-2     25   1  63      52.85       35.0     1161.1
BDP-96-2     25   1  65      52.87       35.0     1161.5
BDP-96-2     25   1  67      52.89       37.6     1161.9
BDP-96-2     25   1  69      52.91       36.0     1162.5
BDP-96-2     25   1  71      52.93       33.9     1163.2
BDP-96-2     25   1  73      52.95       30.2     1163.8
BDP-96-2     25   1  75      52.97       34.5     1164.4
BDP-96-2     25   1  77      52.99       32.4     1165.1
BDP-96-2     25   1  79      53.01       32.5     1165.7
BDP-96-2     25   1  81      53.03       33.2     1166.4
BDP-96-2     25   1  83      53.05       31.5     1167.0
BDP-96-2     25   1  85      53.07       32.7     1167.7
BDP-96-2     25   1  87      53.09       27.1     1168.3
BDP-96-2     25   1  89      53.11       23.6     1168.9
BDP-96-2     25   1  91      53.13       35.7     1169.6
BDP-96-2     25   1  93      53.15       31.4     1170.2
BDP-96-2     25   1  95      53.17       30.0     1170.9
BDP-96-2     25   1  97      53.19       31.6     1171.5
BDP-96-2     25   1  99      53.21       28.0     1172.2
BDP-96-2     25   1 101      53.23       26.8     1172.8
BDP-96-2     25   1 103      53.25       25.5     1173.4
BDP-96-2     25   1 105      53.27       26.0     1174.1
BDP-96-2     25   1 107      53.29       26.7     1174.7
BDP-96-2     25   1 109      53.31       26.9     1175.4
BDP-96-2     25   1 111      53.33       25.0     1176.0
BDP-96-2     25   1 113      53.35       23.7     1176.7
BDP-96-2     25   1 115      53.37       23.7     1177.3
BDP-96-2     25   1 117      53.39       21.4     1177.9
BDP-96-2     25   1 119      53.41       16.0     1178.6
BDP-96-2     25   1 121      53.43       13.2     1179.2
BDP-96-2     25   1 123      53.45       22.4     1179.9
BDP-96-2     25   1 125      53.47       32.4     1180.5
BDP-96-2     25   1 127      53.49       33.0     1181.2
BDP-96-2     25   1 129      53.51       32.6     1181.8
BDP-96-2     25   1 131      53.53       33.9     1182.4
BDP-96-2     25   1 133      53.55       33.0     1183.1
BDP-96-2     25   1 135      53.57       30.8     1183.8
BDP-96-2     25   1 137      53.59       33.4     1184.5
BDP-96-2     25   1 139      53.61       33.5     1185.2
BDP-96-2     25   1 141      53.63       26.1     1185.8
BDP-96-2     25   1 143      53.65       29.5     1186.5
BDP-96-2     25   1 145      53.67       25.9     1187.2
BDP-96-2     25   1 147      53.69       28.0     1187.9
BDP-96-2     25   1 149      53.71       26.4     1188.6
BDP-96-2     25   1 151      53.73       25.8     1189.2
